period,product_name,product_type,fund_name,fund_abn,fund_type,total_assets_aud_m,return_target_above_cpi_pct,risk_level_label,statement_fee_aud,property_benchmark_pct,infrastructure_benchmark_pct,commodities_benchmark_pct,other_investments_benchmark_pct
2018-03-31,Bendigo MySuper,Generic,The Bendigo Superannuation Plan,57526653420,Retail,222.1,,,,,,,
2018-03-31,MySuper MyLife,Generic,The Executive Superannuation Fund,60998717367,Retail,1116.4,2.60,High,747.26,2.0,2.0,,10.0
2018-03-31,VISSF Balanced Option (MySuper Product),Generic,The Victorian Independent Schools Superannuation Fund,37024873660,Industry,428.3,3.00,High,482.00,5.0,3.0,,
2018-03-31,MySuper Growth,Generic,Toyota Super,58208377062,Corporate,557.1,4.00,High,608.00,8.0,2.2,,9.2
2018-03-31,Balanced (MySuper),Generic,TWU Superannuation Fund,77343563307,Industry,4684.1,4.51,Medium to high,613.00,9.0,8.0,,6.0
2018-03-31,UniSuper Balanced,Generic,Unisuper,91385943850,Industry,17069.0,4.60,High,376.00,3.0,4.4,,
2018-03-31,Balanced,Generic,United Technologies Corporation Retirement Plan,33227241196,Retail,50.4,2.60,High,600.00,10.0,,,20.0
2018-03-31,Growth (MySuper),Generic,Victorian Superannuation Fund,85977964496,Public Sector,11475.0,4.60,Medium to high,643.00,5.8,6.4,,
2018-03-31,My WA Super,Generic,WA Local Government Superannuation Plan,18159499614,Public Sector,1577.6,2.50,High,552.80,9.9,8.1,0.0,12.0
2018-03-31,BT Business MySuper,Generic,Westpac Mastertrust - Superannuation Division,81236903448,Retail,4148.5,,,,,,,
2017-12-31,AMG MySuper,Generic,AMG Super,30099320583,Retail,45.1,2.42,High,560.00,10.0,,,
2017-12-31,AMP MySuper No.1,Generic,AMP Retirement Trust,73310248809,Retail,859.9,4.00,Medium to high,455.60,6.0,6.0,,0.0
2017-12-31,AMP MySuper No.3,Generic,AMP Super Fund,78421957449,Retail,1241.0,,,,,,,
2017-12-31,AFLPA & AFL Industry MySuper,Large employer,AMP Superannuation Savings Trust,76514770399,Retail,120.6,,,,,,,
2017-12-31,AMP MySuper No.2,Generic,AMP Superannuation Savings Trust,76514770399,Retail,14092.2,,,,,,,
2017-12-31,Anglican National MySuper,Large employer,AMP Superannuation Savings Trust,76514770399,Retail,135.5,,,,,,,
2017-12-31,Australia Post MySuper,Large employer,AMP Superannuation Savings Trust,76514770399,Retail,191.8,,,,,,,
2017-12-31,Brookfield Australia MySuper,Large employer,AMP Superannuation Savings Trust,76514770399,Retail,113.0,4.00,Medium to high,325.00,8.0,,,9.0
2017-12-31,CCA MySuper,Large employer,AMP Superannuation Savings Trust,76514770399,Retail,362.6,,,,,,,
2017-12-31,Macquarie Group MySuper,Large employer,AMP Superannuation Savings Trust,76514770399,Retail,355.1,3.50,Medium to high,580.00,,,,12.5
2017-12-31,Water Corporation MySuper,Large employer,AMP Superannuation Savings Trust,76514770399,Retail,306.5,,,,,,,
2017-12-31,Woolworths Group MySuper,Large employer,AMP Superannuation Savings Trust,76514770399,Retail,2916.5,4.50,Medium to high,575.50,6.5,3.0,,6.5
2017-12-31,ANZ Staff MySuper,Generic,ANZ Australian Staff Superannuation Scheme,83810127567,Corporate,2105.7,3.60,Medium to high,410.00,9.5,6.0,,16.0
2017-12-31,Asgard Employee MySuper,Generic,ASGARD Independence Plan Division Two,90194410365,Retail,2461.9,,,,,,,
2017-12-31,BALANCED,Generic,Australia Post Superannuation Scheme,42045077895,Public Sector,949.1,3.00,High,713.00,,,,30.0
2017-12-31,MySuper Balanced,Generic,Australian Catholic Superannuation and Retirement Fund,24680629023,Industry,4880.6,3.60,High,653.00,11.0,11.0,,22.0
2017-12-31,ADF MySuper,Generic,Australian Defence Force Superannuation Scheme,90302247344,Public Sector,71.4,3.50,Medium to high,540.00,10.0,1.0,,15.0
2017-12-31,Balanced (accumulation),Generic,Australian Ethical Retail Superannuation Fund,49633667743,Retail,735.2,3.50,Medium to high,622.00,10.0,5.0,,
2017-12-31,AMIST MySuper,Generic,Australian Meat Industry Superannuation Trust,28342064803,Industry,2024.0,2.00,Medium to high,379.00,15.0,5.0,,5.0
2017-12-31,QSuper Lifetime,Generic,Australian Retirement Trust,60905115063,Public Sector,36807.4,,,,,,,
2017-12-31,AustralianSuper MySuper,Generic,AustralianSuper,65714394898,Industry,85337.3,3.86,High,453.00,7.0,13.0,,0.0
2017-12-31,MySuper (Balanced),Generic,Austsafe Superannuation Fund,92398191503,Industry,2079.3,4.40,Medium to high,509.60,10.0,9.0,,10.0
2017-12-31,AvSuper Growth (MySuper),Generic,AvSuper Fund,84421446069,Public Sector,684.3,3.50,Medium to high,560.00,10.0,8.0,,1.0
2017-12-31,MySuper Lifecycle,Generic,Aware Super,53226460365,Public Sector,46832.5,,,,,,,
2017-12-31,BOC MySuper,Generic,Boc Gases Superannuation Fund,49620344668,Corporate,430.8,3.60,High,636.00,11.0,7.4,,7.4
2017-12-31,BUSSQ MySuper,Generic,Building Unions Superannuation Scheme (Queensland),85571332201,Industry,3241.0,4.00,Medium,553.00,12.0,12.0,3.0,
2017-12-31,CareSuper,Generic,Care Super,98172275725,Industry,10535.1,5.00,Medium to high,608.00,12.0,7.0,,
2017-12-31,Growth MySuper,Generic,CBH Superannuation Fund,84433159328,Corporate,7.7,3.75,High,370.00,15.0,,,0.0
2017-12-31,My Ethical Super,Generic,Christian Super,66628776348,Industry,830.9,3.72,High,646.00,10.0,3.4,,0.3
2017-12-31,Club Plus Super _ MySuper,Generic,Club Plus Superannuation Scheme,95275115088,Industry,2150.1,2.72,High,710.00,11.0,6.0,,16.0
2017-12-31,Club MySuper,Generic,Club Super,12737334298,Industry,458.6,3.71,Medium to high,821.00,11.0,10.0,,10.0
2017-12-31,FirstChoice Employer Super,Generic,Colonial First State FirstChoice Superannuation Trust,26458298557,Retail,8696.4,,,,,,,
2017-12-31,Combined Fund MySuper,Generic,Combined Super Fund,46921400504,Industry,399.8,3.20,Medium to high,525.00,11.0,10.0,,21.0
2017-12-31,Accumulate Plus Balanced,Generic,Commonwealth Bank Group Super,24248426878,Corporate,5393.9,2.70,High,403.00,8.1,7.2,,2.7
2017-12-31,MySuper Balanced,Generic,Concept One The Industry Superannuation Fund,21059451252,Industry,458.2,3.00,Medium to high,586.00,15.0,12.0,,
2017-12-31,Growth (Cbus MySuper),Generic,CONSTRUCTION AND BUILDING UNIONS SUPERANNUATION FUND,75493363262,Industry,37543.9,4.75,Medium to high,583.00,13.0,11.0,,5.0
2017-12-31,Active Balanced,Generic,DuluxGroup Employees Superannuation Fund,91132102426,Retail,42.4,2.70,High,596.00,13.0,3.4,,8.4
2017-12-31,Balanced,Generic,Elphinstone Group Superannuation Fund,77408077215,Corporate,58.7,0.50,Very high,810.00,1.8,,,
2017-12-31,EmPlus MySuper,Generic,EmPlus Superannuation Fund,18838658991,Retail,121.1,2.74,Medium to high,552.80,9.0,,,
2017-12-31,Balanced (MySuper),Generic,Energy Industries Superannuation Scheme-Pool A,22277243559,Public Sector,1319.5,2.50,Medium,370.00,5.0,4.0,,25.0
2017-12-31,MySuper,Generic,Energy Super,33761363685,Industry,2054.5,3.91,Medium to high,567.00,10.0,8.0,,10.0
2017-12-31,Equipsuper MySuper,Generic,equipsuper,33813823017,Industry,2422.1,3.72,Medium,463.00,10.0,3.0,,2.0
2017-12-31,RT Growth (MySuper),Large employer,equipsuper,33813823017,Industry,3227.7,4.20,High,665.50,10.0,6.0,,3.0
2017-12-31,Essential Super,Generic,Essential Super,56601925435,Retail,2870.8,,,,,,,
2017-12-31,First Super MySuper,Generic,First Super,56286625181,Industry,2509.7,3.50,Medium,566.03,10.0,10.0,,2.0
2017-12-31,Goldman Sachs & JBWere Superannuation Fund_MySuper Product,Generic,Goldman Sachs & JBWere Superannuation Fund,55697537183,Corporate,364.7,4.00,Very high,750.00,,,,0.0
2017-12-31,Guild Retirement Fund (MySuper),Generic,Guild Retirement Fund,22599554834,Retail,1154.9,,,,,,,
2017-12-31,HESTA MySuper,Generic,HESTA,64971749321,Industry,35646.1,5.03,Medium to high,630.00,11.5,12.5,,
2017-12-31,Balanced option,Generic,HOSTPLUS Superannuation Fund,68657495890,Industry,24331.4,3.50,High,803.00,13.0,12.0,0.0,6.0
2017-12-31,MySuper,Generic,IAG & NRMA Superannuation Plan,58244115920,Corporate,1418.4,2.66,High,785.00,7.0,3.0,,20.0
2017-12-31,Active Balanced,Generic,Incitec Pivot Employees Superannuation Fund,68569795856,Retail,55.8,2.60,High,641.00,13.0,3.4,,8.4
2017-12-31,Intrust MySuper,Generic,Intrust Super Fund,65704511371,Industry,1810.1,5.00,Medium to high,683.00,10.0,5.0,,13.0
2017-12-31,IOOF MySuper,Generic,IOOF Portfolio Service Superannuation Fund,70815369818,Retail,2972.2,3.00,Medium to high,541.00,10.0,1.5,,2.0
2017-12-31,Kinetic Super _ Growth (MySuper),Generic,Kinetic Superannuation Fund,78984178687,Industry,3249.9,2.50,High,445.60,13.0,8.0,,
2017-12-31,MySuper Balanced,Generic,Labour Union Co-Operative Retirement Fund,26382680883,Industry,4707.8,3.00,High,627.00,10.0,5.0,,12.0
2017-12-31,MySuper Balanced,Generic,legalsuper,60346078879,Industry,1785.4,3.00,High,552.60,12.0,2.0,,
2017-12-31,LESF MySuper,Generic,LESF Super,13704288646,Retail,140.4,3.00,High,665.00,,,,
2017-12-31,LGIASuper MySuper Lifecycle,Generic,LGIAsuper,23053121564,Public Sector,6907.2,,,,,,,
2017-12-31,Vision MySuper,Generic,Local Authorities Superannuation Fund,24496637884,Public Sector,3782.8,3.50,Medium to high,538.00,11.0,11.0,,5.0
2017-12-31,Active Super Lifestage Product,Generic,Local Government Super,28901371321,Public Sector,3526.7,,,,,,,
2017-12-31,Balanced Option_MySuper Compliant,Generic,Lutheran Super,93371348387,Corporate,261.2,3.00,Medium to high,511.00,10.0,10.0,,5.0
2017-12-31,Moderate investment option,Generic,Maritime Super,77455663441,Industry,946.1,4.00,Medium,618.00,7.0,4.0,,10.0
2017-12-31,Max Super Fund MySuper Plan,Generic,Max Super Fund,22508720840,Retail,21.6,4.00,Medium to high,564.00,12.0,,,
2017-12-31,MIESF MySuper,Generic,Meat Industry Employees Superannuation Fund,17317520544,Industry,753.7,2.50,Medium,366.00,22.0,10.0,,
2017-12-31,Balanced investment option (accumulation),Generic,Media Super,42574421650,Industry,3785.0,4.00,Medium to high,795.00,10.0,11.0,,8.0
2017-12-31,Mercer Santos MySuper,Large employer,Mercer Super Trust,19905422981,Retail,214.3,3.90,Medium to high,486.92,6.5,6.5,1.0,5.0
2017-12-31,Mercer SmartPath,Generic,Mercer Super Trust,19905422981,Retail,7724.3,,,,,,,
2017-12-31,Mercer WGSP MySuper,Large employer,Mercer Super Trust,19905422981,Retail,1792.3,,,,,,,
2017-12-31,Virgin Money MySuper,Material goodwill,Mercer Super Trust,19905422981,Retail,482.3,,,,,,,
2017-12-31,MySuper Balanced,Generic,Mercy Super,11789425178,Corporate,911.0,5.25,Medium,675.20,12.0,12.0,,6.0
2017-12-31,Default Lifecycle,Generic,Mine Superannuation Fund,16457520308,Industry,6474.5,,,,,,,
2017-12-31,MySuper,Generic,MLC Super Fund,70732426024,Retail,23751.5,4.20,Medium to high,678.00,5.0,2.0,,3.0
2017-12-31,NAB Staff MySuper,Large employer,MLC Super Fund,70732426024,Retail,2350.7,4.90,High,573.00,12.0,3.5,,4.0
2017-12-31,MyCatholicSuper,Generic,MyLifeMyMoney Superannuation Fund,50237896957,Industry,5682.6,,,,,,,
2017-12-31,Nationwide MySuper,Generic,Nationwide Superannuation Fund,15201768813,Industry,574.5,3.00,Medium to high,570.00,10.0,7.0,,5.0
2017-12-31,NESS MySuper,Generic,NESS Super,72229227691,Industry,611.5,3.00,Medium to high,557.00,10.0,3.0,,4.0
2017-12-31,Diversified (MySuper),Generic,NGS Super,73549180515,Industry,5535.6,3.00,Medium to high,665.00,10.0,10.0,,8.0
2017-12-31,ANZ Smart Choice Super,Generic,OnePath Masterfund,53789980697,Retail,10273.9,,,,,,,
2017-12-31,ANZ Smart Choice Super_For QBE Management Services PTY LTD and their employees,Large employer,OnePath Masterfund,53789980697,Retail,325.4,,,,,,,
2017-12-31,MySuper Passive Balanced,Generic,OneSuper,43905581638,Retail,40.2,2.00,Medium,536.00,4.0,,,
2017-12-31,Perpetual MySuper,Generic,Perpetual's Select Superannuation Fund,51068260563,Retail,217.9,3.00,High,790.00,6.0,0.0,0.0,12.0
2017-12-31,Pitcher Retirement Plan MySuper,Generic,Pitcher Retirement Plan,15828677472,Corporate,31.4,2.40,Medium,932.00,8.0,4.0,,
2017-12-31,MySuper,Generic,Prime Super,60562335823,Industry,3297.2,4.00,Medium to high,758.56,6.5,13.0,,0.0
2017-12-31,PSSap MySuper Balanced,Generic,Public Sector Superannuation Accumulation Plan,65127917725,Public Sector,9952.7,3.50,Medium to high,540.00,10.0,1.0,,15.0
2017-12-31,Glidepath,Generic,Qantas Superannuation Plan,41272198829,Corporate,984.6,,,,,,,
2017-12-31,QIEC MySuper,Generic,Queensland Independent Education & Care Superannuation Trust,15549636673,Industry,1171.3,4.07,High,741.00,12.0,12.0,,7.0
2017-12-31,Balanced,Generic,Rei Super,76641658449,Industry,1218.4,4.50,Medium to high,675.80,11.0,3.0,,0.0
2017-12-31,REST Super,Generic,Retail Employees Superannuation Trust,62653671394,Industry,43497.2,4.80,Medium to high,407.20,9.0,8.0,1.0,10.0
2017-12-31,BT Super MySuper,Generic,Retirement Wrap,39827542991,Retail,10565.7,,,,,,,
2017-12-31,Westpac Group Plan MySuper,Large employer,Retirement Wrap,39827542991,Retail,2194.8,,,,,,,
2017-12-31,General Division,Generic,Russell Investments Master Trust,89384753567,Retail,2280.3,4.00,Medium to high,669.00,6.5,7.7,0.5,2.7
2017-12-31,smartMonday Lifecycle,Generic,Smart Future Trust,68964712340,Retail,1340.7,,,,,,,
2017-12-31,Balanced (MySuper),Generic,Spirit Super,74559365913,Industry,9560.7,3.75,Medium to high,488.20,8.5,15.0,,0.0
2017-12-31,Suncorp Lifestage Funds,Generic,SPSL Master Trust,98350952022,Retail,1762.2,,,,,,,
2017-12-31,Statewide MySuper,Generic,Statewide Superannuation Trust,54145196298,Industry,4790.0,3.50,High,491.11,9.0,10.0,,
2017-12-31,Sunsuper for Life,Generic,Sunsuper Superannuation Fund,98503137921,Industry,29254.8,,,,,,,
2017-12-31,Tasplan MySuper,Generic,Tasplan Superannuation Fund,14602032302,Industry,5168.3,,,,,,,
2017-12-31,Telstra Super MySuper,Generic,Telstra Superannuation Scheme,85502108833,Corporate,6825.2,,,,,,,
2017-12-31,Bendigo MySuper,Generic,The Bendigo Superannuation Plan,57526653420,Retail,218.2,,,,,,,
2017-12-31,MySuper MyLife,Generic,The Executive Superannuation Fund,60998717367,Retail,1136.5,2.60,High,747.26,2.0,2.0,,10.0
2017-12-31,VISSF Balanced Option (MySuper Product),Generic,The Victorian Independent Schools Superannuation Fund,37024873660,Industry,426.4,3.00,High,482.00,5.0,3.0,,
2017-12-31,MySuper Growth,Generic,Toyota Super,58208377062,Corporate,590.5,4.00,High,608.00,9.0,2.2,,9.2
2017-12-31,Balanced (MySuper),Generic,TWU Superannuation Fund,77343563307,Industry,4699.2,4.51,Medium to high,613.00,9.0,8.0,,6.0
2017-12-31,UniSuper Balanced,Generic,Unisuper,91385943850,Industry,16858.3,4.60,High,376.00,3.0,4.4,,
2017-12-31,Balanced,Generic,United Technologies Corporation Retirement Plan,33227241196,Retail,49.2,2.60,High,600.00,10.0,,,20.0
2017-12-31,Growth (MySuper),Generic,Victorian Superannuation Fund,85977964496,Public Sector,11461.8,4.60,Medium to high,643.00,5.8,6.4,,
2017-12-31,My WA Super,Generic,WA Local Government Superannuation Plan,18159499614,Public Sector,1106.7,2.50,High,552.80,10.0,8.0,0.0,12.0
2017-12-31,BT Business MySuper,Generic,Westpac Mastertrust - Superannuation Division,81236903448,Retail,4186.5,,,,,,,
2017-09-30,AMG MySuper,Generic,AMG Super,30099320583,Retail,44.0,3.00,High,560.00,10.0,,,
2017-09-30,AMP MySuper No.1,Generic,AMP Retirement Trust,73310248809,Retail,803.5,4.00,High,455.60,6.0,6.0,,0.0
2017-09-30,AMP MySuper No.3,Generic,AMP Super Fund,78421957449,Retail,1194.9,,,,,,,
2017-09-30,AFLPA & AFL Industry MySuper,Large employer,AMP Superannuation Savings Trust,76514770399,Retail,113.0,,,,,,,
2017-09-30,AMP MySuper No.2,Generic,AMP Superannuation Savings Trust,76514770399,Retail,13741.3,,,,,,,
2017-09-30,Anglican National MySuper,Large employer,AMP Superannuation Savings Trust,76514770399,Retail,128.7,,,,,,,
2017-09-30,Australia Post MySuper,Large employer,AMP Superannuation Savings Trust,76514770399,Retail,169.7,,,,,,,
2017-09-30,Brookfield Australia MySuper,Large employer,AMP Superannuation Savings Trust,76514770399,Retail,107.1,4.00,Medium to high,325.00,5.0,,,10.0
2017-09-30,CCA MySuper,Large employer,AMP Superannuation Savings Trust,76514770399,Retail,346.6,,,,,,,
2017-09-30,Macquarie Group MySuper,Large employer,AMP Superannuation Savings Trust,76514770399,Retail,337.2,4.00,Medium,580.00,,0.0,,12.5
2017-09-30,Water Corporation MySuper,Large employer,AMP Superannuation Savings Trust,76514770399,Retail,0.0,,,,,,,
2017-09-30,Woolworths Group MySuper,Large employer,AMP Superannuation Savings Trust,76514770399,Retail,2798.5,4.50,Medium to high,575.50,6.5,3.0,,6.5
2017-09-30,ANZ Staff MySuper,Generic,ANZ Australian Staff Superannuation Scheme,83810127567,Corporate,2233.8,3.00,High,265.00,11.5,6.0,,8.0
2017-09-30,Asgard Employee MySuper,Generic,ASGARD Independence Plan Division Two,90194410365,Retail,2365.4,,,,,,,
2017-09-30,BALANCED,Generic,Australia Post Superannuation Scheme,42045077895,Public Sector,936.3,3.00,High,450.00,,,,22.5
2017-09-30,MySuper Balanced,Generic,Australian Catholic Superannuation and Retirement Fund,24680629023,Industry,4705.5,3.60,High,653.00,11.0,11.0,,22.0
2017-09-30,ADF MySuper,Generic,Australian Defence Force Superannuation Scheme,90302247344,Public Sector,49.2,3.50,Medium to high,540.00,10.0,1.0,,15.0
2017-09-30,Balanced (accumulation),Generic,Australian Ethical Retail Superannuation Fund,49633667743,Retail,684.2,3.50,Medium to high,622.00,10.0,5.0,,
2017-09-30,AMIST MySuper,Generic,Australian Meat Industry Superannuation Trust,28342064803,Industry,1901.8,2.00,Medium to high,379.00,15.0,5.0,,5.0
2017-09-30,QSuper Lifetime,Generic,Australian Retirement Trust,60905115063,Public Sector,35746.3,,,,,,,
2017-09-30,AustralianSuper MySuper,Generic,AustralianSuper,65714394898,Industry,84157.4,3.86,High,448.00,7.0,13.0,,0.0
2017-09-30,IBM Super Plan MySuper,Large employer,AustralianSuper,65714394898,Industry,0.0,0.00,High,1.00,7.0,13.0,,0.0
2017-09-30,Komatsu Super Plan MySuper,Large employer,AustralianSuper,65714394898,Industry,0.0,0.00,High,1.00,7.0,13.0,,0.0
2017-09-30,MySuper (Balanced),Generic,Austsafe Superannuation Fund,92398191503,Industry,1988.7,4.40,Medium to high,509.60,10.0,9.0,,10.0
2017-09-30,AvSuper Growth (MySuper),Generic,AvSuper Fund,84421446069,Public Sector,665.9,3.50,Medium to high,560.00,10.0,8.0,,1.0
2017-09-30,MySuper Lifecycle,Generic,Aware Super,53226460365,Public Sector,45157.1,,,,,,,
2017-09-30,BOC MySuper,Generic,Boc Gases Superannuation Fund,49620344668,Corporate,418.4,3.60,High,636.00,11.0,7.4,,7.4
2017-09-30,BUSSQ MySuper,Generic,Building Unions Superannuation Scheme (Queensland),85571332201,Industry,3091.1,4.00,Medium,553.00,12.0,12.0,3.0,
2017-09-30,CareSuper,Generic,Care Super,98172275725,Industry,10021.5,5.00,Medium to high,608.00,12.0,7.0,,
2017-09-30,Growth MySuper,Generic,CBH Superannuation Fund,84433159328,Corporate,5.6,3.75,High,370.00,15.0,,,0.0
2017-09-30,My Ethical Super,Generic,Christian Super,66628776348,Industry,790.5,3.72,High,646.00,10.0,3.4,,0.7
2017-09-30,Club Plus Super _ MySuper,Generic,Club Plus Superannuation Scheme,95275115088,Industry,2057.1,2.72,High,403.60,11.0,6.0,,16.0
2017-09-30,Club MySuper,Generic,Club Super,12737334298,Industry,442.8,3.71,Medium to high,646.00,11.0,10.0,,10.0
2017-09-30,FirstChoice Employer Super,Generic,Colonial First State FirstChoice Superannuation Trust,26458298557,Retail,8309.7,,,,,,,
2017-09-30,Combined Fund MySuper,Generic,Combined Super Fund,46921400504,Industry,366.9,3.20,Medium to high,525.00,10.0,7.0,,25.0
2017-09-30,Accumulate Plus Balanced,Generic,Commonwealth Bank Group Super,24248426878,Corporate,5297.2,2.70,High,403.00,8.1,7.2,,2.7
2017-09-30,MySuper Balanced,Generic,Concept One The Industry Superannuation Fund,21059451252,Industry,440.5,3.00,Medium to high,586.00,15.0,12.0,,
2017-09-30,Growth (Cbus MySuper),Generic,CONSTRUCTION AND BUILDING UNIONS SUPERANNUATION FUND,75493363262,Industry,35578.0,4.75,Medium to high,483.00,13.0,11.0,,5.0
2017-09-30,Active Balanced,Generic,DuluxGroup Employees Superannuation Fund,91132102426,Retail,40.5,2.70,High,611.00,13.0,3.4,,8.4
2017-09-30,Balanced,Generic,Elphinstone Group Superannuation Fund,77408077215,Corporate,56.4,0.50,Very high,810.00,1.8,,,
2017-09-30,EmPlus MySuper,Generic,EmPlus Superannuation Fund,18838658991,Retail,116.8,2.74,Medium to high,552.80,9.0,,,
2017-09-30,Balanced (MySuper),Generic,Energy Industries Superannuation Scheme-Pool A,22277243559,Public Sector,1274.7,2.50,Medium,370.00,5.0,4.0,,25.0
2017-09-30,MySuper,Generic,Energy Super,33761363685,Industry,1972.1,3.91,Medium to high,567.00,10.0,8.0,,10.0
2017-09-30,Equipsuper MySuper,Generic,equipsuper,33813823017,Industry,2316.2,3.72,Medium,463.00,10.0,3.0,0.0,4.0
2017-09-30,RT Growth (MySuper),Large employer,equipsuper,33813823017,Industry,3278.8,4.20,High,665.50,10.0,6.0,0.0,3.0
